Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
  121.55, 1673330.1,  6235.1   ,9.2963e+002,14.01, 11.52%,   1.08,  2744164.4,  1,  ,1800.000,16-Feb-2026,15:06:20,Eu152,121.78,100.046,145.477,#00B9FF,,Cubic,NoSkew,100.046 27452.09 378.9186 -28.98038 0.3181026,
  244.69,  421003.9,  1435.3   ,2.3389e+002,24.52, 10.02%,   1.00,  1116865.0,  2,  ,1800.000,16-Feb-2026,15:06:20,Eu152,244.70,212.233,270.38,#00B9FF,,Linear,NoSkew,212.233 12989.72 -33.32607,
  344.76, 1133358.1,  1715.3   ,6.2964e+002,31.36,  9.10%,   1.32,  1708685.9,  3,  ,1800.000,16-Feb-2026,15:06:20,Eu152,344.28,304.687,379.427,#00B9FF,,Linear,NoSkew,304.687 9234.697 -38.76434,
  778.34,  202152.9,  995.2    ,1.1231e+002,48.46,  6.23%,   1.13,  498419.0,  4,  ,1800.000,16-Feb-2026,15:06:20,Eu152,778.90,721.267,830.793,#00B9FF,,Linear,NoSkew,721.267 2903.181 -3.386445,
  964.39,  172662.2,  860.2    ,9.5923e+001,55.01,  5.70%,   1.00,  359290.9,  5,  ,1800.000,16-Feb-2026,15:06:20,Eu152,964.08,903.53,1025.22,#00B9FF,,Linear,NoSkew,903.53 1822.639 -4.571336,
