Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
  121.57, 1264325.6,  2488.4   ,7.0240e+002,14.57, 11.99%,   1.64,  2272201.4,  1,  ,1800.000,24-Feb-2026,15:00:48,Eu152,121.78,97.5361,168.399,#00B9FF,,Cubic,CrystalBall,-0.61105 7973.056 549.4331 -6.453767 0.01991927,1.24931 100
  244.70,  352516.5,  1347.0   ,1.9584e+002,24.25,  9.91%,   1.05,  940037.5,  2,  ,1800.000,24-Feb-2026,15:00:48,Eu152,244.70,214.839,270.559,#00B9FF,,Linear,NoSkew,214.839 11777.46 -42.56874,
  344.71,  977764.8,  1538.6   ,5.4320e+002,31.33,  9.09%,   1.29,  1516081.4,  3,  ,1800.000,24-Feb-2026,15:00:48,Eu152,344.28,300.953,380.774,#00B9FF,,Linear,NoSkew,300.953 8410.518 -40.64394,
  778.38,  177100.1,  908.8    ,9.8389e+001,47.37,  6.09%,   0.96,  475931.9,  4,  ,1800.000,24-Feb-2026,15:00:48,Eu152,778.90,721.552,835.099,#00B9FF,,Linear,NoSkew,721.552 2840.758 -3.583996,
  964.37,  155189.4,  768.6    ,8.6216e+001,53.89,  5.59%,   1.25,  353776.3,  5,  ,1800.000,24-Feb-2026,15:00:48,Eu152,964.08,902.03,1035.73,#00B9FF,,Linear,NoSkew,902.03 1786.759 -4.472231,
