Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
  121.58, 1599626.1,  3003.5   ,8.8868e+002,13.98, 11.50%,   1.43,  2534603.1,  1,  ,1800.000,25-Feb-2026,11:07:30,Eu152,121.78,99.4926,141.21,#00B9FF,,Cubic,NoSkew,99.4926 24454.38 414.7641 -27.15816 0.2801177,
  244.74,  425400.2,  1241.4   ,2.3633e+002,24.38,  9.96%,   1.04,  1119506.6,  2,  ,1800.000,25-Feb-2026,11:07:30,Eu152,244.70,211.276,277.132,#00b9ff,,Linear,NoSkew,211.276 11984.94 -43.67338,
  344.64, 1127465.4,  1509.2   ,6.2637e+002,31.15,  9.04%,   1.50,  1714931.7,  3,  ,1800.000,25-Feb-2026,11:07:30,Eu152,344.28,303.386,392.556,#00b9ff,,Linear,NoSkew,303.386 7913.136 -29.46848,
  778.44,  197746.7,  959.8    ,1.0986e+002,47.78,  6.14%,   1.09,  504133.6,  4,  ,1800.000,25-Feb-2026,11:07:30,Eu152,778.90,718.699,831.082,#00B9FF,,Linear,NoSkew,718.699 2957.874 -3.96151,
  964.34,  177747.7,  888.3    ,9.8749e+001,55.57,  5.76%,   0.96,  352893.0,  5,  ,1800.000,25-Feb-2026,11:07:30,Eu152,964.08,905.072,1023.77,#00B9FF,,Linear,NoSkew,905.072 1769.857 -4.689081,
