Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
  121.55,   18818.4,  626.9    ,1.0455e+001,12.46, 10.25%,   1.00,  296692.6,  1,  ,1800.000,11-Feb-2026,12:06:43,Eu152,121.78,101.242,135.607,#c0c0c0,,Linear,NoSkew,101.242 9031.737 -55.08691,
  244.62,  234308.7,  1005.6   ,1.3017e+002,25.44, 10.40%,   1.45,  973442.4,  2,  ,1800.000,11-Feb-2026,12:06:43,Eu152,244.70,198.4,280.671,#C0C0C0,,Linear,NoSkew,198.4 9322.052 -8.282319,
  344.70,  818323.3,  1805.6   ,4.5462e+002,31.02,  9.00%,   1.53,  2127993.9,  3,  ,1800.000,11-Feb-2026,12:06:43,Eu152,344.28,297.536,529.121,#C0C0C0,,Quardratic,NoSkew,297.536 8336.814 -41.85576 0.09699986,
  414.16,   31938.9,  3184.2   ,1.7744e+001,26.41,  6.38%,   1.53,  2127993.9,  4,  ,1800.000,11-Feb-2026,12:06:43,Eu152,411.12,297.536,529.121,#c0c0c0,,Quardratic,NoSkew,297.536 8336.814 -41.85576 0.09699986,
  442.77,   67138.7,  3524.0   ,3.7299e+001,35.06,  7.92%,   1.53,  2127993.9,  5,  ,1800.000,11-Feb-2026,12:06:43,Eu152,443.96,297.536,529.121,#c0c0c0,,Quardratic,NoSkew,297.536 8336.814 -41.85576 0.09699986,
  779.50,  214837.5,  1019.3   ,1.1935e+002,53.19,  6.82%,   1.29,  974600.8,  6,  ,1800.000,11-Feb-2026,12:06:43,Eu152,778.90,724.379,1028.94,#C0C0C0,,Quardratic,NoSkew,724.379 2566.264 -6.445044 0.006337443,
  864.37,   54556.6,  836.2    ,3.0309e+001,53.27,  6.16%,   1.29,  974600.8,  7,  ,1800.000,11-Feb-2026,12:06:43,Eu152,867.38,724.379,1028.94,#c0c0c0,,Quardratic,NoSkew,724.379 2566.264 -6.445044 0.006337443,
  965.22,  163959.4,  790.3    ,9.1089e+001,53.36,  5.53%,   1.29,  974600.8,  8,  ,1800.000,11-Feb-2026,12:06:43,Eu152,964.08,724.379,1028.94,#C0C0C0,,Quardratic,NoSkew,724.379 2566.264 -6.445044 0.006337443,
