Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
   26.35,    2952.3,  85.7     ,1.6402e+000, 4.63, 17.57%,   1.11,   14740.8,  1,  ,1800.000,18-Feb-2026,10:21:53,Am241,26.35,18.8109,38.7067,#00b9ff,,Linear,NoSkew,18.8109 142.1613 -0.9277002,
   30.51,    8496.6,  112.3    ,4.7203e+000, 4.58, 15.01%,   1.11,   14740.8,  2,  ,1800.000,18-Feb-2026,10:21:53,,,18.8109,38.7067,,,Linear,NoSkew,18.8109 142.1613 -0.9277002,
   59.54,   88504.8,  324.7    ,4.9169e+001, 6.62, 11.12%,   1.14,  101002.1,  3,  ,1800.000,18-Feb-2026,10:21:53,Am241,59.54,43.3854,70.5634,#00B9FF,,LinearStep,CrystalBall,43.3854 122.1679 77.64212 -1721.474,3.999814 22.47622
