Centroid,  Net_Area,   Net_Area,      Peak, FWHM,   FWHM,Reduced, ROI_Total,ROI, File,         ,     ,     , Nuclide, Photopeak_Energy, ROI_Lower_Energy, ROI_Upper_Energy, Color, User_Label, Continuum_Type, Skew_Type, Continuum_Coefficients, Skew_Coefficients
     keV,    Counts,Uncertainty,       CPS,  keV,Percent,Chi_Sqr,    Counts,ID#, Name, LiveTime, Date, Time,        ,              keV,              keV,              keV, (css),           ,               ,          ,                       ,                  
  244.26,  114587.9,  882.6    ,6.3660e+001,25.45, 10.42%,   1.14,  720111.7,  1,  ,1800.000,11-Feb-2026,11:00:02,Eu152,244.70,196.398,277.215,#c0c0c0,,Linear,NoSkew,196.398 7554.665 -1.586548,
  344.63,  579388.0,  2041.9   ,3.2188e+002,31.60,  9.17%,   1.10,  1693527.3,  2,  ,1800.000,11-Feb-2026,11:00:02,Eu152,344.28,298.293,514.272,#C0C0C0,,Quardratic,NoSkew,298.293 7343.541 -39.29243 0.1049085,
  417.30,   48452.0,  5277.8   ,2.6918e+001,34.90,  8.36%,   1.10,  1693527.3,  3,  ,1800.000,11-Feb-2026,11:00:02,Eu152,411.12,298.293,514.272,#c0c0c0,,Quardratic,NoSkew,298.293 7343.541 -39.29243 0.1049085,
  446.91,   43339.3,  4472.9   ,2.4077e+001,30.80,  6.89%,   1.10,  1693527.3,  4,  ,1800.000,11-Feb-2026,11:00:02,Eu152,443.96,298.293,514.272,#c0c0c0,,Quardratic,NoSkew,298.293 7343.541 -39.29243 0.1049085,
  779.42,  181644.0,  884.1    ,1.0091e+002,52.05,  6.68%,   1.26,  927159.3,  5,  ,1800.000,11-Feb-2026,11:00:02,Eu152,778.90,714.883,1028.75,#c0c0c0,,Quardratic,NoSkew,714.883 2595.426 -6.442364 0.005839198,
  864.03,   43716.7,  779.7    ,2.4287e+001,52.16,  6.04%,   1.26,  927159.3,  6,  ,1800.000,11-Feb-2026,11:00:02,Eu152,867.38,714.883,1028.75,#c0c0c0,,Quardratic,NoSkew,714.883 2595.426 -6.442364 0.005839198,
  965.05,  144088.9,  739.4    ,8.0049e+001,52.29,  5.42%,   1.26,  927159.3,  7,  ,1800.000,11-Feb-2026,11:00:02,Eu152,964.08,714.883,1028.75,#C0C0C0,,Quardratic,NoSkew,714.883 2595.426 -6.442364 0.005839198,
